wrist_mvmnt_x_median;wrist_mvmnt_x_min;wrist_mvmnt_y_median;wrist_mvmnt_y_min;wrist_mvmnt_y_max;wrist_mvmnt_dist_min;aperiodicity_denoised;aperiodicity_trimmed;periodEntropy_denoised;periodVarianceNorm_denoised;periodVarianceNorm_trimmed;numInterruptions_denoised;numFreeze_denoised;numFreeze_trimmed;maxFreezeDuration_denoised;maxFreezeDuration_trimmed;period_median_denoised;period_quartile_range_denoised;period_min_denoised;period_quartile_range_trimmed;frequency_quartile_range_denoised;frequency_min_denoised;frequency_stdev_denoised;frequency_lr_fitness_r2_denoised;frequency_lr_slope_denoised;frequency_lr_fitness_r2_trimmed;frequency_lr_slope_trimmed;frequency_fit_min_degree_denoised;frequency_fit_min_degree_trimmed;amplitude_median_denoised;amplitude_quartile_range_denoised;amplitude_max_denoised;amplitude_stdev_denoised;amplitude_entropy_denoised;amplitude_stdev_trimmed;amplitude_decrement_fitness_r2_denoised;amplitude_decrement_slope_denoised;amplitude_decrement_end_to_mean_denoised;amplitude_decrement_fit_min_degree_denoised;amplitude_decrement_last_to_first_half_denoised;amplitude_decrement_fitness_r2_trimmed;amplitude_decrement_slope_trimmed;amplitude_decrement_end_to_mean_trimmed;amplitude_decrement_fit_min_degree_trimmed;num_peaks_trimmed;speed_median_denoised;speed_quartile_range_denoised;speed_min_denoised;speed_max_denoised;speed_median_trimmed;speed_min_trimmed;acceleration_min_denoised;acceleration_min_trimmed;label;dataset;filename
39.91347713;0;25.27814626;0;95.37057332;0;2.618139932;1.445268489;0.188041312;0.011177885;0.012820513;2;1;0;0.533333333;0.066666667;0.233333333;0.025;0.233333333;0;0.321428571;2.307692308;0.727507334;0.501643222;0.224882261;0.428571429;0.282574568;5;3;27.12356261;4.7497098;52.92636492;9.329554029;0.440437578;3.788751487;0.142503869;0.171668448;4.297869083;4;1.777133009;0.792872466;-0.219415121;-3.353102658;3;7;107.3741764;241.4546692;0;534.7340833;210.3470754;3.229780076;0;519.5190698;1;1;NIHGA312KVEC2-task2-2020-02-17T14-09-48-220Z--right.webm
1.505190587;0.163676896;7.0193555;0.048752575;22.5283556;1.06753169;1.35687166;1.021424479;0.258537402;0.002951715;0.002519136;0;0;0;0.065955556;0.032977778;0.247333333;0.057711111;0.230844444;0.041222222;0.857359453;3.369272237;0.434439157;0.001141639;-0.008595082;0.00723589;-0.030082788;5;3;26.78016959;6.217671414;32.10692619;4.401282326;0.33064947;3.852711362;0.909901447;0.26344772;6.09707322;1;8.69735963;0.882715767;0.311953501;6.56904901;3;5;176.2990421;217.9640958;0.832481622;543.0606158;160.8937827;0.832481622;462.2042919;462.2042919;2;1;2017-09-28T14-17-07-280Z18-task2-right.webm
32.9299059;0;36.9601699;0;222.6046238;0;1.844967244;1.96810304;0.298699267;0.005509642;0.004241849;1;1;0;0.933333333;0.133333333;0.333333333;0.016666667;0.266666667;0.033333333;0.166666667;2.307692308;0.398087326;0.254135005;0.063461538;0.17119869;0.058653846;7;7;37.89578118;6.973459146;51.34019175;8.507202612;0.564851536;6.095873949;0.096619015;-0.077610209;-13.59621579;10;-1.374583595;0.162045674;0.088750088;2.570406643;9;10;81.11854999;290.4239218;0;885.4046583;131.1879383;2.56E-05;0;186.8368066;2;1;NIHFX695VBHFM-task2-2019-12-16T15-32-07-017Z--right.webm
7.647983924;0.631730151;18.84905091;0.047348094;65.48943637;0.633502033;1.926595349;1.370696656;0.216942885;0.030673203;0.000840136;1;0;0;0.288166667;0.041166667;0.247;0;0.205833333;0;0;1.428911646;0.946502092;0.302551116;0.20163531;0.166666667;-0.0578369;4;5;53.21034485;3.315780435;56.64597425;4.430988496;0.3106679;4.835618644;0.201388298;0.106609711;1.75835236;6;3.669489803;0.202176779;0.161977746;12.04436151;4;8;197.1700799;591.2304128;0.869078707;1267.34783;299.9522686;23.53778544;69.28094063;3374.324437;0;1;2018-09-01T19-58-56-282Z56-task2-right.webm
3.054337664;0;6.328869647;0;40.26986571;0.497495873;1.975501633;1.800024135;0.349361711;0.014240015;0.00646569;1;0;0;0.229127907;0.137476744;0.229127907;0.068738372;0.183302326;0.045825581;1.454791508;2.182187262;1.072169023;0.119364981;0.117139056;0.032516419;-0.058018471;10;8;16.69959966;2.534519827;31.92659496;4.939123941;0.371972678;2.680299126;0.284406582;0.148997938;2.16153178;6;2.900543822;0.018091208;0.025141717;6.317214731;7;10;73.83751193;232.946305;1.675185876;490.7227807;84.198011;4.747322802;70.72009728;115.6762214;2;1;2018-11-27T03-58-21-234Z43-task2-right.webm
0.719453795;0.014621368;3.300843624;0.334318472;8.420923736;0.472797718;1.785393944;1.288257853;0.230125449;0.004990321;0.004628704;1;0;0;0.208291667;0.069430556;0.277722222;0.017357639;0.208291667;0;0.180036007;2.880576115;0.555718919;0.170068027;-0.100020004;0.084;-0.096019204;6;5;23.71864017;4.664495886;27.33144167;4.279323874;0.420322974;4.53866352;0.068021851;-0.106582648;-4.074793403;7;-4.219743206;0.035011658;-0.106943188;-5.100970323;5;7;70.51522871;251.9743356;0.3212793;382.9793131;102.6241198;0.715340044;84.94781286;1124.937076;2;1;2019-01-26T16-35-20-741Z10-task2-right.webm
3.48691097;0;9.994180688;0.770576788;39.83633417;0.770576788;1.893931203;1.688790875;0.230125449;0.0812643;0.000926749;2;2;0;0.467081481;0.100088889;0.266903704;0.008340741;0.233540741;0.025022222;0.13380963;0.83259325;1.039227138;0.203509721;0.204608375;0.385714286;-0.091755175;4;5;28.7441602;8.91648437;49.9688152;8.6613578;0.526906293;4.781451505;0.125736547;0.119066351;-4.241619183;7;-1.889128945;0.441145933;-0.20674378;-3.484904252;5;7;49.43557696;270.0747351;0.43482555;711.6092924;176.2133601;3.442951671;1.44303276;206.0862075;1;1;2018-07-28T21-16-05-170Z15-task2-right.webm
8.571914097;0;10.59654319;0;56.44430463;0;1.619420436;1.415822317;0.497424165;0.02840417;0.015748034;0;0;0;0.133180952;0.066590476;0.332952381;0.099885714;0.133180952;0.066590476;0.834286804;1.305840215;1.49223311;0.165145843;0.162071435;0.242460625;0.222365354;8;6;37.8675769;7.51463551;49.10245802;7.74195438;0.613118151;7.600661726;0.090324131;0.058650628;-11.57771175;10;4.104435059;0.45389814;0.159285178;10.90631126;10;12;159.0192828;313.4168223;0.608840765;1048.867645;207.5553181;0.611115688;99.22449959;150.979622;1;1;2019-04-25T20-07-56-429Z76-task2-right.webm
1.001384424;0;5.545846046;0.446389447;23.64317781;0.446389447;1.56969957;1.121095825;0.487255505;0.034182078;0.024661588;10;5;2;0.800055944;0.333356643;0.300020979;0.15001049;0.133342657;0.133342657;2.124851409;1.249912594;1.771432372;0.0001009;0.003860024;0.075527634;-0.117848902;10;10;8.247351398;2.134904948;17.91863667;2.564056056;0.200086818;1.435599021;0.427270137;0.07341478;0.957908056;7;2.456841704;0.346872035;0.042726415;0.455160013;9;15;19.58551274;48.95125037;0.081069177;208.2372201;23.72066669;0.081069177;31.68620989;35.84974034;2;1;2019-10-22T23-48-51-966Z69-task2-right.webm
2.203400906;0;4.108795461;0;42.05856842;0;1.654848089;1.209621968;0.362595941;0.01103202;0.010564938;0;0;0;0.133451852;0.100088889;0.300266667;0.050044444;0.266903704;0.041703704;0.562000444;1.998223801;0.569899995;0.384337091;-0.123006434;0.306191688;-0.131827265;8;6;37.49751854;3.757836971;52.62309121;5.645078738;0.402102443;3.435260033;0.397821674;-0.115374293;-14.40158135;6;-6.83784829;0.508533551;-0.097789749;-0.180579661;5;9;149.3642601;247.6681157;0.671770908;827.7983584;160.7420021;0.671770908;22.41670981;80.59245617;1;1;2018-11-24T00-24-44-155Z66-task2-right.webm
1.96679113;0.071588153;7.632013732;0.868390908;21.10933646;0.901673086;1.69655834;1.541153687;0.172036735;0.004001;0.004167708;0;0;0;0.066683333;0.066683333;0.266733333;0.066683333;0.20005;0.066683333;1.249687578;3.749062734;0.612219381;0.080808081;-0.060590913;0.19047619;-0.119017865;9;7;47.10339683;12.68449859;63.194932;9.237145093;0.63874836;7.359437115;0.122159651;-0.289235288;-17.94821007;2;-10.90418566;0.1110119;-0.273725462;-13.69548831;3;9;303.6915728;372.3494402;2.800363638;829.3529132;333.7115186;5.138816952;333.5641425;515.9890869;0;1;2019-10-22T03-36-00-185Z16-task2-right.webm
5.847033672;1.685391711;15.88308614;3.855165233;27.93886299;5.042201347;1.979935093;1.297987888;0.235554195;0.0045;0.00422449;1;1;0;0.66;0.06;0.24;0;0.18;0;0;3.333333333;0.693575846;0.049565089;0.033496732;0.017249417;0.022588523;10;10;23.83796631;3.165481863;40.18403205;4.436857867;0.34784018;1.933307896;0.335961393;0.133142109;0.281744017;4;3.487481414;0.381349826;0.070571827;2.752787494;10;15;80.749112;265.338272;3.465346619;634.4373727;211.2983073;5.307938067;1.271896102;1383.996748;0;1;2018-09-11T15-21-41-380Z32-task2-right.webm
2.963512702;0;6.049553652;0;20.71539592;0;2.823859778;2.254154386;0.317146471;0.004228;0.004265284;0;0;0;0.1661;0.1661;0.26576;0.04983;0.23254;0.06644;0.746586011;3.010234798;0.495352052;0.077667346;-0.04365492;0.177631058;-0.08003402;8;7;12.21359564;5.668992461;44.63319464;9.559716363;0.427863601;3.628647409;0.219742709;0.160903199;5.546723983;6;3.004859093;0.000561448;-0.00368855;4.963308648;6;10;63.37766217;156.92878;0.653342042;798.2819929;71.2964817;0.653342042;3.560377427;3.560377427;3;1;2018-03-13T17-40-55-354Z68-task2-right.webm
4.413385816;0.323456738;5.033122736;0;35.1503059;0.486773854;1.966424409;1.900041325;0.375971326;0.006200939;0.005354927;0;0;0;0.133093333;0.133093333;0.29946;0.058228333;0.19964;0.066546667;0.819928252;2.73219067;0.658026167;0.142667895;-0.086532513;0.143659987;-0.10492242;9;7;18.46606307;3.705150041;32.97835532;4.8448857;0.35758793;2.257423824;0.097749164;0.057518186;-2.193453758;4;1.884580227;0.000386198;-0.002101624;-0.655146106;7;9;58.07242827;146.7507112;0.949480295;718.8258415;75.87886973;0.949480295;147.3601635;169.3918442;2;1;2018-09-18T13-24-12-745Z41-task2-right.webm
3.254909583;0.089827741;15.95509392;0.563653473;101.8325978;1.246253327;1.861872447;1.454167251;0.361128918;0.109348332;0.009026296;1;1;0;0.303383838;0.121353535;0.242707071;0.060676768;0.121353535;0.060676768;1.373397703;0.515024139;1.696456969;0.075873164;0.124888637;0.023134839;-0.064924255;10;9;14.88611276;2.595342283;47.4207823;8.84622027;0.439396126;2.170466772;0.598612297;0.355839094;8.938554188;3;4.787598567;0.012049019;0.018822079;0.108580901;10;12;85.51009055;120.889613;0.89168101;318.5111621;119.6922712;0.89168101;8.253029852;386.7094305;3;1;2020-01-04T06-39-46-385Z3-task2-right.webm
6.332267076;0.065511929;11.18261912;0;54.10042496;1.534548854;1.453425021;1.259733436;0.240399401;0.006845354;0.001213715;0;0;0;0.099871429;0.066580952;0.366195238;0.033290476;0.299614286;0.033290476;0.273078373;1.877413818;0.368793324;0.321053204;0.07275194;0.033253525;-0.013545554;6;6;95.18450468;4.241641323;118.6641164;10.0603317;0;10.40189348;0.031916362;-0.052053959;10.89431101;10;-1.825386535;0.195348374;-0.165614337;2.523236369;8;9;260.7175735;685.9676448;0.739834928;3130.948642;274.3036774;0.739834928;5.257967677;463.9618788;0;1;2018-06-13T18-08-07-732Z93-task2-right.webm
4.781372971;0.402490805;9.903569876;1.157898914;26.03250017;1.22585837;1.562911145;1.290022607;0.239489468;0.013536408;0.002142432;0;0;0;0.052489583;0.052489583;0.209958333;0.052489583;0.209958333;0.026244792;0.952569954;2.116822121;0.8404992;0.040201644;0.065268682;0.225;-0.102061067;5;6;32.12653234;3.289469823;37.57741765;3.988321115;0.404197988;2.788935489;0.234954189;0.146552966;9.313958351;7;4.32894622;0.013934283;0.03360319;0.162210506;7;8;187.0148495;366.9134087;0.501436181;643.3813261;225.0032807;3.275428536;93.91703498;1874.596831;1;1;2019-04-28T05-56-53-696Z95-task2-right.webm
5.367797893;0;28.11691342;0;179.6835957;0;1.699598254;1.689930323;0.221768437;0.003096065;0.002541667;0;0;0;0.066666667;0.066666667;0.2;0.033333333;0.166666667;0.025;0.714285714;3.75;0.607638686;0.037784785;-0.034215784;0.014426167;0.024025974;10;9;36.4763445;9.377478443;48.41445333;7.932084094;0.615226502;5.832222044;0.150050939;-0.130815198;11.78743331;8;-3.779647125;0.421657344;-0.193654977;-8.224322271;6;11;307.7474179;371.8537733;0.530898795;1102.971528;326.2627248;5.78803909;20.96287278;20.96287278;2;1;2018-09-11T16-58-31-717Z92-task2-right.webm
2.695153437;0.024145514;4.294814045;0.074947513;20.45229116;0.654221759;2.485545098;1.36960517;0.11331904;0.002759467;0.001880907;0;0;0;0.0995;0.0995;0.199;0.033166667;0.165833333;0.033166667;1.005025126;3.768844221;0.658090625;0.12465931;-0.032221547;0.161950147;-0.035007051;10;10;12.79897228;3.566667336;59.99166521;9.535472994;0.350004175;2.53636809;0.007758241;0.019405583;-2.945276965;7;-0.574289489;0.752566054;-0.055376442;-2.121903655;10;24;81.15879665;123.7851349;0.125714081;1494.34675;72.37540813;2.00960222;9.168918137;9.168918137;3;1;2018-09-08T22-32-43-451Z27-task2-right.webm
5.721603831;0.343662245;10.53959453;1.52878118;22.58632391;1.913659092;1.426472314;1.236901845;0.230125449;0.006566886;0.00729654;0;0;0;0.157605263;0.078802632;0.315210526;0.078802632;0.315210526;0;0.634496577;2.11498859;0.394793936;0.133461456;0.062946089;0.428571429;0.151070614;5;3;62.38205764;3.696882811;66.55937331;2.366237913;0.183265768;1.923678469;0.101761706;-0.066828064;-4.59066554;8;-0.324674458;0.064174425;0.057693356;-1.757478931;6;7;268.3817405;369.0211001;0.620372434;624.85506;337.5118861;12.08039764;106.6237345;106.6237345;0;1;2018-10-26T22-27-47-941Z14-task2-right.webm
27.84106274;0;16.97147202;0;72.01150357;0;1.962505501;1.668091043;0.406718699;0.023941179;0.005760469;1;1;0;0.47594697;0.101988636;0.271969697;0.076491477;0.169981061;0.059493371;1.327762303;1.131347761;1.050090639;0.001400272;0.006814551;0.33260508;-0.083816511;10;10;22.65744416;5.213572296;38.21267589;5.978124479;0.526442041;4.810267322;0.582209868;0.097012558;9.278042051;10;7.791121001;0.420651177;0.075368181;9.241036669;9;19;105.8462481;191.2333342;0;808.7207242;133.5806005;0.513506392;0;36.94644982;2;1;2018-09-17T16-44-32-554Z52-task2-left.webm
6.185260293;0;4.879598683;0;18.8707141;0.479180727;1.999691478;1.752085995;0.325414328;0.009363296;0.002235726;0;0;0;0.101123596;0.06741573;0.235955056;0.06741573;0.202247191;0.033707865;1.236111111;2.472222222;0.794097648;0.011080586;0.032374339;0.21125731;-0.107213719;3;2;18.17082394;9.488119197;41.01715493;8.583112886;0.520621017;4.036371212;0.00358541;-0.02602147;-10.94753951;3;-5.240218421;0.78120765;-0.243316127;-8.10461604;2;8;146.6854234;215.8188096;0.103029609;495.677144;152.1477776;0.103029609;51.96325038;367.5898026;2;1;2018-09-16T04-36-30-910Z9-task2-left.webm
9.544635944;0.536551127;8.202487212;0;35.49538545;0.672523143;2.132315524;2.214061157;0.333099371;0.009058292;0.009445083;0;0;0;0.135456311;0.067728155;0.237048544;0.033864078;0.203184466;0.016932039;0.527318152;2.460818043;0.712018133;0.087220116;0.081441359;0.000314861;-0.006277597;7;5;26.3904883;13.12501816;52.48748147;10.34446083;0.556827304;5.770813897;0.001955567;0.020378695;-10.21958266;5;-4.281871233;0.288597755;-0.174951923;-8.117657886;6;8;115.051632;257.1475238;2.972549698;865.0227692;130.6341149;2.972549698;68.79337633;158.0693122;2;1;2018-09-10T15-00-47-821Z87-task2-left.webm
18.73620881;0;20.05319421;0;111.0434691;0;2.207936143;1.736588411;0.310552789;0.019657159;0.023726133;1;0;0;0.269583893;0.033697987;0.235885906;0.033697987;0.202187919;0.033697987;0.706556273;1.854710217;0.974062987;0.363885438;-0.22757;0.36536968;-0.3059641;7;5;27.54505952;8.006689914;47.04646684;7.614494714;0.520621017;5.237386585;0.123536136;0.12028072;5.587707502;9;3.638247705;0.062867343;-0.077165092;-3.973169175;7;8;115.659893;200.2186015;3.671696182;749.7083177;173.5491274;4.336013495;23.31365433;23.31365433;1;1;2019-10-02T00-47-55-382Z3-task2-left.webm
15.11134469;0;9.656594214;0;266.6905052;0;2.829905695;2.619833791;0.563686639;0.03322864;0.034895394;4;1;1;0.303189873;0.303189873;0.303189873;0.134751055;0.134751055;0.134751055;1.389446913;1.187374749;1.667775315;0.035788954;0.057603838;0.001960814;0.014995725;10;10;16.75739925;20.26037986;37.33632285;10.87103068;0.585489204;10.9997282;0.702428745;0.154168914;6.822071548;10;17.10848051;0.724131434;0.175470858;11.56415717;10;18;50.04587762;120.2881742;0;824.5296154;48.79963217;0;4.068917247;4.068917247;1;1;2017-10-15T15-22-00-517Z19-task2-left.webm
16.63584902;0.25324093;10.67392291;0;53.5896523;0.85477431;1.879004467;1.335265546;0.320929177;0.05533191;0.000922487;0;0;0;0.166047619;0.099628571;0.298885714;0.041511905;0.26567619;0.033209524;0.501864067;1.003728133;0.856521923;0.145099375;0.142393971;0.238095238;-0.059745722;4;4;48.83354372;2.519455802;59.43257976;3.943474789;0.397547372;4.052155272;0.299187924;-0.081359404;-4.484081707;6;-3.114986493;0.251923391;-0.119114064;-9.111240428;4;7;111.4282775;583.6602981;1.265733955;1348.740084;138.3758032;1.265733955;11.4026761;11.4026761;1;1;2018-09-19T02-12-38-684Z97-task2-left.webm
5.369192129;0.594861842;3.467076185;0;15.25354152;0.601662704;1.282800747;1.36219019;0.398952257;0.024733374;0.022100276;1;1;0;0.383426471;0.255617647;0.191713235;0.106507353;0.127808824;0.095856618;3.2274767;2.347255782;2.000104691;0.020494914;0.167661127;0.263157895;0.586813945;5;3;33.14659458;9.907170361;43.5069219;6.04201926;0.467685166;6.768303433;0.647879881;0.428696965;2.056715705;6;7.4604332;0.822562052;0.67040697;8.096144368;4;5;106.8636181;311.8181905;4.789878464;667.781161;106.8636181;4.789878464;68.74279644;68.74279644;2;1;2018-02-06T14-33-37-695Z64-task2-left.webm
23.73864264;0;12.83887589;0;80.31545573;0;2.460692411;1.918868923;0.375971326;0.005895741;0.003042661;0;0;0;0.167346369;0.167346369;0.334692737;0.050203911;0.26775419;0.041836592;0.452699251;2.298319274;0.448306894;0.184080682;-0.066965721;0.518750025;-0.111019102;7;5;20.22972329;6.165512135;52.26341168;10.12691564;0.44788189;3.797271679;0.460806453;0.22098451;8.900840026;4;7.91003724;0.28410165;0.081591443;5.148080081;7;9;71.41523049;174.7121059;1.711129964;521.1377155;68.67684943;1.711129964;91.29857692;91.29857692;2;1;2018-10-02T12-41-57-086Z61-task2-left.webm
10.19159524;0;6.803785473;0;45.67165002;0;1.146873164;1.118995519;0.41966387;0.027729091;0.029733951;0;0;0;0.09966;0.09966;0.1661;0.18271;0.13288;0.1661;4.348116931;1.881396749;2.084852319;0.496529731;0.464566539;0.360521347;0.475425972;7;4;20.16284404;8.992971689;25.59986883;4.723497248;0.380093767;4.639201204;0.260728257;0.102304862;6.895957723;10;6.070450385;0.219211602;0.116029425;5.717706547;9;10;96.69748035;118.5052276;0.345687521;506.8559055;100.329109;0.345687521;160.1428463;160.1428463;2;1;2018-09-17T22-25-09-147Z56-task2-left.webm
4.066002655;0;1.271721971;0;22.36977136;0;1.248109573;1.410217543;0.398952257;0.078156374;0.049948802;1;1;0;0.331266667;0.132506667;0.364393333;0.389238333;0.29814;0.173915;1.698027772;0.973779368;0.962177197;0.687166396;0.467027676;0.389327789;0.444422084;5;3;33.32527176;20.43223686;62.20529813;12.93163214;0.51034138;12.22398397;0.814570136;0.379670076;13.35360116;3;16.54230726;0.909171462;0.616846681;9.824174977;1;5;87.56108189;145.3968766;0.348780727;1014.159464;122.2113451;0.348780727;3.585297038;64.38968557;2;1;2018-01-31T16-27-58-292Z33-task2-left.webm
44.11312971;0;32.56201104;0;1372.14566;0;2.182457526;2.004319104;0.251299074;0.017604701;0.005103077;0;0;0;0.065846154;0.032923077;0.181076923;0.032923077;0.131692308;0.032923077;1.012461059;2.024922118;1.466679867;0.024406824;0.066376381;0.051039163;-0.087439819;10;8;26.63222088;6.923971335;52.8849008;8.468322073;0.451109974;8.891245216;0.02181396;0.057737826;-3.033072646;8;1.728868659;0.201103047;0.231792203;7.185910541;6;11;168.4989713;315.6694381;1.393852757;948.6307778;247.2249723;12.47610758;17.87826794;430.225925;1;1;2019-05-13T19-38-22-687Z65-task2-left.webm
3.896913647;0;3.562787855;0;22.02073007;0.32695225;2.284607969;1.879485878;0.421244566;0.023649524;0.025670357;2;0;0;0.266057143;0.266057143;0.299314286;0.133028571;0.133028571;0.133028571;2.004581901;1.503436426;1.787930516;0.006812797;0.02844479;0.000562443;-0.009580722;10;10;17.7938224;4.089083826;41.30586293;6.196453083;0.418373042;3.757898395;0.418709099;0.167052362;5.556412854;4;5.671031959;0.312973847;0.097517121;2.65132895;6;17;42.36677611;145.7673075;0.52756251;458.3819664;38.473115;0.52756251;32.04589957;32.04589957;3;1;2018-09-11T19-32-26-908Z83-task2-left.webm
19.7449299;0.565216139;18.29544048;0.510250281;56.23738352;1.263861709;1.057725773;1.112617162;0.221768437;0.004395699;0;0;0;0;0.065935484;0.065935484;0.263741935;0;0.197806452;0;0;3.033268102;0.595790123;0.685714286;-0.288882676;1;0;3;10;29.72448616;4.372750191;36.13396062;3.140479005;0.206987072;2.413012315;0.427054185;0.256127415;-0.42640647;2;2.121253038;0.726065831;0.363473329;2.235149755;4;5;146.8632309;317.5144712;14.32150199;487.3165112;171.5574325;15.39483686;749.0413401;749.0413401;1;1;2018-09-18T01-27-21-570Z3-task2-left.webm
10.3033752;0.477261533;8.606814775;0;49.63956156;0.669425134;2.114593918;1.705660816;0.310552789;0.005934058;0.001763598;1;0;0;0.232659259;0.099711111;0.299133333;0.033237037;0.265896296;0.033237037;0.417873858;2.314378289;0.454324102;0.073427442;0.047680479;0.101169065;-0.044772199;4;6;28.37499829;18.44363717;50.81235215;10.59243768;0.634649147;8.798031521;0.504021419;0.293830212;9.449448523;6;7.515934713;0.248883232;0.220014003;10.56438546;4;8;108.0880655;236.1579951;2.18994211;830.6560353;183.7617435;2.583471833;7.176000281;300.2990704;1;1;2019-05-13T18-53-21-774Z83-task2-left.webm
43.14710362;0;25.6626564;0;69.61915037;0;1.681026509;1.154196809;0.175602642;0.001038097;0.001029622;1;1;0;0.40361194;0.067268657;0.235440299;0.033634328;0.235440299;0.033634328;0.530920156;3.716441092;0.263816347;0.0675;0.026546008;0.020833333;-0.018961434;8;6;39.41998111;7.312390021;51.62033057;6.447001478;0.520621017;5.499739592;0.182649466;0.12909047;12.22454655;8;3.112359096;0.004291801;0.021199162;-0.019392699;7;8;100.3979282;325.2759467;0;818.8411445;276.6271573;0.362008839;0.859073876;499.4479596;0;1;NIHFU903DYEWL-task2-2019-09-10T20-23-55-103Z--left.webm
5.468849837;1.5546319;5.121927315;0.394077834;14.36368219;1.603801012;1.881704088;1.482518119;0.269661034;0.084328;0.071933333;1;1;0;0.332;0.166;0.415;0.581;0.249;0.2905;2.81124498;1.204819277;1.259790132;0.245934959;0.441767068;0.182432432;-0.602409639;4;2;37.97945718;8.065835983;45.18705298;7.823348025;0.539968744;3.062104956;0.083958645;-0.21613695;4.842418335;4;0.980909956;0.412596747;0.299298086;1.317139064;2;4;108.4100081;167.7479025;2.602658213;455.8809379;167.9183073;8.602667415;51.30159865;80.74720124;0;1;2018-10-02T22-01-05-854Z17-task2-left.webm
7.133911432;0.48412153;6.137583832;0;27.59060779;0.837678561;1.813898885;1.284687993;0.188041312;0.001029533;0.001372711;0;0;0;0.098835165;0.098835165;0.230615385;0;0.19767033;0;0;3.794196131;0.31859359;0.126585307;0.049470811;0.304314477;0.118729947;7;5;32.89568566;3.135916443;42.78901906;4.108118287;0.346916711;1.761764844;0.029012449;0.038428814;-6.033251267;7;0.350002134;0.085504175;0.036224534;0.29845093;6;7;171.1544954;424.1787385;0.862094603;889.7982269;158.3804994;0.862094603;65.38379785;65.38379785;1;1;2019-01-28T14-52-16-164Z57-task2-left.webm
5.175344882;0;4.372590775;0;34.08167336;0;1.759062553;1.760483172;0.32645739;0.010790693;0.011367204;2;2;1;1.443624161;1.443624161;0.200503356;0.040100671;0.160402685;0.040100671;1.246861925;2.078103208;1.085444987;0.055534292;0.032840773;0.018617245;0.020598342;10;10;17.81701548;3.268094773;23.52172093;2.90375164;0.308651601;2.879857224;0.031598282;0.011747347;1.361329333;10;-0.047361477;0.005537551;0.005211268;-0.622306348;10;26;68.55181925;208.7088432;0.18345108;440.8114538;75.36378233;0.18345108;0.96420634;0.96420634;2;1;2018-09-17T04-13-21-831Z76-task2-left.webm
10.87498963;0.868779736;11.4683103;0.723322454;50.27585766;1.228640085;1.866467508;1.185857859;0.254351007;0.001844444;0.001693878;1;0;0;0.2656;0.0664;0.2324;0;0.1992;0.0166;0;3.765060241;0.420704885;0.021524664;0.023905144;0.015267176;-0.025612655;7;5;39.17846501;10.08256274;53.79741071;6.60665339;0.422301132;4.756487438;0.010414681;-0.033612214;-4.855823197;7;-2.191577398;0.482493459;-0.206957783;-4.492570571;5;8;167.4939781;411.4316178;0.366770289;998.5009634;231.1596455;2.640096038;94.1788698;132.6432038;0;1;2018-11-04T16-33-25-309Z84-task2-left.webm
5.577160085;0;4.676285066;0;16.39766596;0.507878201;1.896736363;1.837915527;0.471934909;0.015056422;0.014399781;1;1;1;0.369010309;0.369010309;0.335463918;0.117412371;0.167731959;0.100639175;1.282387711;2.29303579;1.093501012;0.23365397;-0.167149766;0.081417721;-0.118250168;9;8;30.07500452;16.7289304;56.56013079;11.77535953;0.579937489;12.6685545;0.458939679;-0.249083207;-2.464244204;5;-20.88321412;0.592549861;-0.366475785;-4.618002693;5;10;83.37392835;249.065862;0.034471396;1067.019191;73.83034819;0.034471396;1.445798918;1.445798918;2;1;2020-03-18T15-45-58-807Z33-task2-left.webm
12.11192719;0;5.909744709;0;35.61725818;0;2.097759122;1.614934123;0.528881719;0.041932071;0.043625129;10;3;3;0.733890578;0.733890578;0.233510638;0.200151976;0.13343465;0.166793313;3.270242286;1.070615034;1.856269537;0.02262668;-0.033373552;0.0935396;-0.072894609;10;10;10.79318114;4.512055873;52.95752523;8.670659021;0.391656006;4.517404245;0.254702402;-0.056219929;-40.17415966;10;-6.659527742;0.176579181;-0.02622823;2.468621017;10;28;33.95369242;51.25348163;0;1248.648936;29.9468313;0;7.990855797;7.990855797;4;1;2018-12-18T21-25-20-637Z46-task2-left.webm
5.321457266;0;4.200555582;0;22.67817023;0.510015301;1.445634936;1.260581792;0.420094084;0.015448718;0.007936508;1;1;0;0.6;0.133333333;0.55;0.116666667;0.466666667;0.083333333;0.374613003;1.153846154;0.290088985;0.101328856;0.032149249;0.000538484;-0.002298946;9;7;54.77007232;4.037778708;62.33205454;3.03462567;0.29752826;2.823695556;0.123433738;-0.019767683;0.861457079;9;-2.704393202;0.049641416;-0.01462657;-1.552222322;7;9;69.0382196;194.3872909;0.627706838;1128.888589;98.81179604;0.627706838;14.13652674;15.14651901;1;1;2018-09-22T13-41-29-933Z95-task2-left.webm
